No.,NIT,RAZON SOCIAL,SUPERVISOR,REGIÓN,DEPARTAMENTO DOMICILIO,CIUDAD DOMICILIO,CIIU,MACROSECTOR,"INGRESOS OPERACIONALES
2018*",GANANCIA (PERDIDA) 2018,TOTAL ACTIVOS 2018,TOTAL PASIVOS 2018,TOTAL PATRIMONIO 2018,"INGRESOS OPERACIONALES
2017*",GANANCIA (PERDIDA) 2017,TOTAL ACTIVOS 2017,TOTAL PASIVOS 2017,TOTAL PATRIMONIO 2017,GRUPO EN NIIF,∆ INGRESOS OPERACIONALES 2017-2018,∆ GANANCIA (PERDIDA) 2017-2018,∆ ACTIVOS 2017-2018,∆ TOTAL PASIVOS 2017-2018,∆ TOTAL PATRIMONIO 2017-2018
679,830507278,GLORIA COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1040 - Elaboración de productos lácteos,MANUFACTURA,2660193870.0,-232820040.0,2708121220.0,1684966590.0,1023154630.0,3197922360.0,-8852800.0,2812710520.0,1556735850.0,1255974670.0,NIIF PLENAS-GRUPO 1,-537728490.0,-223967240.0,-104589300.0,128230740.0,-232820040.0
680,800047031,DURATEX S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C1620 - Fabricación de hojas de madera para enchapado; fabricación de tableros contrachapados, tableros laminados, tableros de partículas y otros tableros y paneles",MANUFACTURA,2918698930.0,653528320.0,5149948420.0,1066016350.0,4083932070.0,2370329570.0,414949540.0,4675633220.0,995187210.0,3680446010.0,NIIF PLENAS-GRUPO 1,548369360.0,238578780.0,474315200.0,70829140.0,403486060.0
681,830094920,KMA CONSTRUCCIONES SAS,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,2220048920.0,816459100.0,5716872890.0,1885456730.0,3831416160.0,2117280770.0,462578870.0,5603066710.0,1605655010.0,3997411700.0,NIIF PLENAS-GRUPO 1,102768150.0,353880230.0,113806180.0,279801720.0,-165995540.0
682,860039561,PFIZER SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4645 - Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador",COMERCIO,6074764370.0,316205820.0,6141915660.0,4432802730.0,1709112930.0,5689586500.0,-235162270.0,5678967470.0,4293247720.0,1385719750.0,NIIF PLENAS-GRUPO 1,385177870.0,551368090.0,462948190.0,139555010.0,323393180.0
683,890105927,C.I FARMACAPSULAS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,2060632100.0,135053740.0,3301171870.0,1759334880.0,1541836990.0,1934481760.0,70991360.0,2967171160.0,1540988930.0,1426182230.0,NIIF PLENAS-GRUPO 1,126150340.0,64062380.0,334000710.0,218345950.0,115654760.0
685,800189687,ACEROS CORTADOS S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,FUNZA-CUNDINAMARCA,C3290 - Otras industrias manufactureras n.c.p.,MANUFACTURA,1862903690.0,3897310.0,1398831680.0,1215325290.0,183506390.0,1640361620.0,2232530.0,1307806770.0,1018673400.0,289133370.0,NIIF PLENAS-GRUPO 1,222542070.0,1664780.0,91024910.0,196651890.0,-105626980.0
687,900087151,CARTAGENA II SA,SUPERSOCIEDADES,Costa Atlántica,BOLIVAR,CARTAGENA-BOLIVAR,L6810 - Actividades inmobiliarias realizadas con bienes propios o arrendados,SERVICIOS,1663134120.0,1493732500.0,11269249450.0,1913033600.0,9356215850.0,2126812790.0,1846985700.0,11486425970.0,1309065200.0,10177360770.0,NIIF PLENAS-GRUPO 1,-463678670.0,-353253200.0,-217176520.0,603968400.0,-821144920.0
688,800169352,MERCADEO Y MODA S.A.S.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,"C1410 - Confección de prendas de vestir, excepto prendas de piel",MANUFACTURA,1614949420.0,-28656460.0,2098842910.0,1711864770.0,386978140.0,1588430290.0,-18738800.0,2153827550.0,1777377100.0,376450450.0,NIIF PLENAS-GRUPO 1,26519130.0,-9917660.0,-54984640.0,-65512330.0,10527690.0
690,811037075,LACTEOS BETANIA S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,SANTA-ROSA-DE-OSOS-ANTIOQUIA,C1040 - Elaboración de productos lácteos,MANUFACTURA,2183349580.0,7664080.0,352090750.0,279334460.0,72756290.0,1890724970.0,5225870.0,319207070.0,254115840.0,65091230.0,NIIF PYMES-GRUPO 2,292624610.0,2438210.0,32883680.0,25218620.0,7665060.0
691,900308247,"SUMMA PROPIEDADES SAS""SUMMA PROPIEDADES SAS",SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6399 - Otras actividades de servicio de información n.c.p.,SERVICIOS,2345913110.0,1078683950.0,4433234950.0,2440918280.0,1992316670.0,1019579600.0,908994600.0,2279277320.0,1365644590.0,913632730.0,NIIF PYMES-GRUPO 2,1326333510.0,169689350.0,2153957630.0,1075273690.0,1078683940.0
692,805028041,SUPERTIENDAS CAÑAVERAL SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,3729098720.0,37397350.0,1190535820.0,834431370.0,356104450.0,3123621000.0,27662310.0,981292370.0,662585290.0,318707080.0,NIIF PLENAS-GRUPO 1,605477720.0,9735040.0,209243450.0,171846080.0,37397370.0
693,800093117,ARQUITECTURA Y CONCRETO S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,4578490280.0,226881230.0,21799912320.0,16496171480.0,5303740840.0,4357495600.0,366717730.0,14595366610.0,9528978510.0,5066388100.0,NIIF PLENAS-GRUPO 1,220994680.0,-139836500.0,7204545710.0,6967192970.0,237352740.0
694,890309556,ACCION SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,2732144060.0,-45022980.0,1123890980.0,1051726660.0,72164320.0,3036905780.0,-59953470.0,1111259170.0,994071870.0,117187300.0,NIIF PLENAS-GRUPO 1,-304761720.0,14930490.0,12631810.0,57654790.0,-45022980.0
695,900277370,iShop colombia SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4741 - Comercio al por menor de computadores, equipos periféricos, programas de informática y equipos de telecomunicaciones en establecimientos especializados",COMERCIO,2844433900.0,10729600.0,927943280.0,821369600.0,106573680.0,2715245810.0,-3357190.0,833802810.0,737958730.0,95844080.0,NIIF PLENAS-GRUPO 1,129188090.0,14086790.0,94140470.0,83410870.0,10729600.0
696,890315540,PRODUCTOS YUPI SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,YUMBO-VALLE,C1089 - Elaboración de otros productos alimenticios n.c.p.,MANUFACTURA,2283327890.0,96844940.0,1029989290.0,572775370.0,457213920.0,580509330.0,109783000.0,814313860.0,418700950.0,395612910.0,NIIF PLENAS-GRUPO 1,1702818560.0,-12938060.0,215675430.0,154074420.0,61601010.0
697,830012969,Glaxosmithkline Colombia S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"C2100 - Fabricación de productos farmacéuticos, sustancias químicas medicinales y productos botánicos de uso farmacéutico",MANUFACTURA,2310533390.0,189325580.0,2013506840.0,606146360.0,1407360480.0,2222728890.0,-6844430.0,1757707370.0,539672470.0,1218034900.0,NIIF PLENAS-GRUPO 1,87804500.0,196170010.0,255799470.0,66473890.0,189325580.0
698,800148312,Compañia Colombiana Agroindustrial SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4620 - Comercio al por mayor de materias primas agropecuarias; animales vivos,COMERCIO,3670642320.0,-43452380.0,1350888320.0,1229814720.0,121073600.0,4270840510.0,-49148070.0,1287997900.0,1123471920.0,164525980.0,NIIF PLENAS-GRUPO 1,-600198190.0,5695690.0,62890420.0,106342800.0,-43452380.0
699,860090365,AAK COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,MANUFACTURA,1383144590.0,-45716710.0,1049785930.0,1071579870.0,-21793940.0,1356324300.0,-66339410.0,973666880.0,931506480.0,42160400.0,NIIF PLENAS-GRUPO 1,26820290.0,20622700.0,76119050.0,140073390.0,-63954340.0
700,900824185,HP COLOMBIA S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4659 - Comercio al por mayor de otros tipos de maquinaria y equipo n.c.p.,COMERCIO,7817717760.0,-221426130.0,3680580310.0,3244088960.0,436491350.0,7035632250.0,55943280.0,3308294290.0,2599442470.0,708851820.0,NIIF PLENAS-GRUPO 1,782085510.0,-277369410.0,372286020.0,644646490.0,-272360470.0
701,802009663,LITOPLAS S.A.,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,BARRANQUILLA-ATLANTICO,C2221 - Fabricación de formas básicas de plástico,MANUFACTURA,1549897990.0,19935710.0,1610760620.0,1029882750.0,580877870.0,1506866370.0,17837650.0,1557493440.0,979814120.0,577679320.0,NIIF PYMES-GRUPO 2,43031620.0,2098060.0,53267180.0,50068630.0,3198550.0
702,890100454,DUPONT DE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,1463404600.0,16585820.0,1541197400.0,651736480.0,889460920.0,1741831700.0,-6692450.0,1375459740.0,502584640.0,872875100.0,NIIF PLENAS-GRUPO 1,-278427100.0,23278270.0,165737660.0,149151840.0,16585820.0
703,900693369,MOTA ENGIL COL SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,1587485650.0,64047900.0,1368082840.0,1299900940.0,68181900.0,1262246610.0,2423130.0,1261206020.0,1257072020.0,4134000.0,NIIF PLENAS-GRUPO 1,325239040.0,61624770.0,106876820.0,42828920.0,64047900.0
707,890903474,ENKA DE COLOMBIA S A,SUPERFINANCIERA,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,C2030 - Fabricacion de fibras sinteticas y artificiales,MANUFACTURA,4196300000.0,42660000.0,5880470000.0,2102630000.0,3777840000.0,3658930000.0,17150000.0,5505720000.0,1802570000.0,3703150000.0,NIIF PLENAS-GRUPO 1,537370000.0,25510000.0,374750000.0,300060000.0,74690000.0
708,830037955,MASTERFOODS COLOMBIA LTDA - EFFEM COLOMBIA LTDA,SUPERSOCIEDADES,Costa Atlántica,ATLANTICO,MALAMBO-ATLANTICO,C1090 - Elaboración de alimentos preparados para animales,MANUFACTURA,1509279840.0,11491860.0,947937610.0,514349350.0,433588260.0,1427144420.0,-19260550.0,880279370.0,458182970.0,422096400.0,NIIF PLENAS-GRUPO 1,82135420.0,30752410.0,67658240.0,56166380.0,11491860.0
709,900229376,C I TOYOTA TSUSHO DE COLOMBIA S A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,G4511 - Comercio de vehículos automotores nuevos,COMERCIO,2596730490.0,44202760.0,1093598990.0,852120740.0,241478250.0,1614738890.0,18931320.0,816419780.0,611862180.0,204557600.0,NIIF PLENAS-GRUPO 1,981991600.0,25271440.0,277179210.0,240258560.0,36920650.0
711,860000531,CUSEZAR S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,1919191910.0,149233650.0,4004387800.0,1699939380.0,2304448420.0,1502202660.0,202286630.0,4170182130.0,2014967350.0,2155214780.0,NIIF PYMES-GRUPO 2,416989250.0,-53052980.0,-165794330.0,-315027970.0,149233640.0
712,815000863,AVIDESA DE OCCIDENTE S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,BUGA-VALLE,A0145 - Cría de aves de corral,AGROPECUARIO,6207421720.0,116558650.0,2706477790.0,1335500390.0,1370977400.0,5643317500.0,42212270.0,2562787300.0,1308177520.0,1254609780.0,NIIF PYMES-GRUPO 2,564104220.0,74346380.0,143690490.0,27322870.0,116367620.0
713,806009543,UFINET COLOMBIA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,J6190 - Otras actividades de telecomunicaciones,SERVICIOS,1368267560.0,211738070.0,2657862830.0,2091285440.0,566577390.0,1076953310.0,199750710.0,2345439230.0,1898469500.0,446969730.0,NIIF PLENAS-GRUPO 1,291314250.0,11987360.0,312423600.0,192815940.0,119607660.0
714,800106774,MERCADO ZAPATOCA S.A,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,3134766110.0,69283150.0,903690300.0,797974240.0,105716060.0,3023112950.0,33850370.0,706187080.0,635903800.0,70283280.0,NIIF PYMES-GRUPO 2,111653160.0,35432780.0,197503220.0,162070440.0,35432780.0
715,800035776,NEXSYS DE COLOMBI S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4651 - Comercio al por mayor de computadores, equipo periférico y programas de informática",COMERCIO,7246667890.0,128807360.0,3965486930.0,3080010760.0,885476170.0,5763199510.0,94987830.0,3082459020.0,2337845100.0,744613920.0,NIIF PLENAS-GRUPO 1,1483468380.0,33819530.0,883027910.0,742165660.0,140862250.0
716,890800148,ETEX COLOMBIA S.A,SUPERSOCIEDADES,Eje Cafetero,CALDAS,MANIZALES-CALDAS,"C2395 - Fabricación de artículos de hormigón, cemento y yeso",MANUFACTURA,1928040570.0,80725260.0,1627248640.0,393017000.0,1234231640.0,1889923770.0,157183170.0,1608232450.0,454726070.0,1153506380.0,NIIF PLENAS-GRUPO 1,38116800.0,-76457910.0,19016190.0,-61709070.0,80725260.0
717,900061224,MERCAMIO SA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"G4711 - Comercio al por menor en establecimientos no especializados con surtido compuesto principalmente por alimentos, bebidas o tabaco",COMERCIO,2657898760.0,49119590.0,654653810.0,255607960.0,399045850.0,2462847050.0,36035680.0,531964290.0,242038030.0,289926260.0,NIIF PYMES-GRUPO 2,195051710.0,13083910.0,122689520.0,13569930.0,109119590.0
718,890201881,AVIDESA MAC POLLO S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,A0145 - Cría de aves de corral,AGROPECUARIO,11351844540.0,160816760.0,5029265430.0,2177947620.0,2851317810.0,10441969880.0,77611820.0,4214971540.0,1790284780.0,2424686760.0,NIIF PYMES-GRUPO 2,909874660.0,83204940.0,814293890.0,387662840.0,426631050.0
719,900891350,GOAM 1 C.I S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,B0610 - Extracción de petróleo crudo,MINERO-HIDROCARBUROS,4424403640.0,-55680510.0,1209061620.0,1199673300.0,9388320.0,1751994460.0,2889090.0,948309040.0,933682110.0,14626930.0,NIIF PYMES-GRUPO 2,2672409180.0,-58569600.0,260752580.0,265991190.0,-5238610.0
720,811043174,ZEUSS PETROLEUM SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,GIRARDOTA-ANTIOQUIA,"G4661 - Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos",COMERCIO,5284249390.0,43158770.0,884546370.0,538281640.0,346264730.0,4921313130.0,69573500.0,1124021900.0,720915040.0,403106860.0,NIIF PYMES-GRUPO 2,362936260.0,-26414730.0,-239475530.0,-182633400.0,-56842130.0
721,890905360,HA BICICLETAS SA,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,G4690 - Comercio al por mayor no especializado,COMERCIO,4557714180.0,531979070.0,3358937550.0,394242360.0,2964695190.0,4251728860.0,413259030.0,2873854290.0,370638160.0,2503216130.0,NIIF PLENAS-GRUPO 1,305985320.0,118720040.0,485083260.0,23604200.0,461479060.0
722,890300684,RECKITT BENCKISER COLOMBIA S.A.,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,1836533170.0,130382800.0,1124036660.0,828003750.0,296032910.0,1789619460.0,165155120.0,988034290.0,657220530.0,330813760.0,NIIF PLENAS-GRUPO 1,46913710.0,-34772320.0,136002370.0,170783220.0,-34780850.0
723,890327996,PROYECTOS DE INFRAESTRUCTURA S.A,SUPERFINANCIERA,Costa Pacífica,VALLE,CALI-VALLE,F4210 - Construcción de carreteras y vías de ferrocarril,CONSTRUCCIÓN,1857955800.0,1048391710.0,2642746430.0,1181803500.0,1460942930.0,1725113420.0,747923890.0,2606281020.0,1274800110.0,1331480910.0,NIIF PLENAS-GRUPO 1,132842380.0,300467820.0,36465410.0,-92996610.0,129462020.0
724,900356846,ortiz construcciones  y proyectos s.a sucursal colombia,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4290 - Construcción de otras obras de ingeniería civil,CONSTRUCCIÓN,1570758010.0,135984250.0,2360057520.0,814877950.0,1545179570.0,621462020.0,80783810.0,1691715450.0,1040287360.0,651428090.0,NIIF PYMES-GRUPO 2,949295990.0,55200440.0,668342070.0,-225409410.0,893751480.0
726,809002625,INTERNACIONAL DE ELECTRICOS S.A.S.,SUPERSOCIEDADES,Otros,TOLIMA,IBAGUE-TOLIMA,"G4752 - Comercio al por menor de artículos de ferretería, pinturas y productos de vidrio en establecimientos especializados",COMERCIO,1639081810.0,44846410.0,908587830.0,399032190.0,509555640.0,1521647510.0,44992580.0,822814460.0,353800220.0,469014240.0,NIIF PLENAS-GRUPO 1,117434300.0,-146170.0,85773370.0,45231970.0,40541400.0
727,860008448,MEALS MERCADEO DE ALIMENTOS DE COLOMBIA S.A.S.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1040 - Elaboración de productos lácteos,MANUFACTURA,4285917490.0,-314034340.0,6584454180.0,4734657170.0,1849797010.0,4085574580.0,-141902020.0,6734029690.0,4581083230.0,2152946460.0,NIIF PLENAS-GRUPO 1,200342910.0,-172132320.0,-149575510.0,153573940.0,-303149450.0
729,860005114,lLINDE COLOMBIA S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C2011 - Fabricación de sustancias y productos químicos básicos,MANUFACTURA,3396180380.0,56877220.0,4609568000.0,1937608620.0,2671959380.0,3250155280.0,24334370.0,4510711470.0,1910811080.0,2599900390.0,NIIF PLENAS-GRUPO 1,146025100.0,32542850.0,98856530.0,26797540.0,72058990.0
730,900323853,TELEPERFORMANCE COLOMBIA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,5791558210.0,466676660.0,4233436050.0,1130405970.0,3103030080.0,5398135380.0,308563300.0,3762021080.0,1125667660.0,2636353420.0,NIIF PLENAS-GRUPO 1,393422830.0,158113360.0,471414970.0,4738310.0,466676660.0
731,860000018,AGENCIA DE VIAJES Y TURISMO AVIATUR S.A.S,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N7911 - Actividades de las agencias de viaje,SERVICIOS,2735860040.0,27091310.0,1753254930.0,1617472150.0,135782780.0,2208578840.0,57788620.0,1318319530.0,1153966800.0,164352730.0,NIIF PLENAS-GRUPO 1,527281200.0,-30697310.0,434935400.0,463505350.0,-28569950.0
733,800082726,CONSTRUCTORA HAYUELOS SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,F4111 - Construcción de edificios residenciales,CONSTRUCCIÓN,1530527640.0,1133199010.0,4699927900.0,1261326040.0,3438601860.0,275390940.0,144779800.0,3606671620.0,1386974370.0,2219697250.0,NIIF PYMES-GRUPO 2,1255136700.0,988419210.0,1093256280.0,-125648330.0,1218904610.0
734,860006127,CI SOCIEDAD INDUSTRIAL DE GRASAS VEGETALES SIGRA SA,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,C1030 - Elaboración de aceites y grasas de origen vegetal y animal,MANUFACTURA,1601089050.0,95637090.0,1156871980.0,385123550.0,771748430.0,1441308140.0,90582520.0,1120488340.0,414921340.0,705567000.0,NIIF PYMES-GRUPO 2,159780910.0,5054570.0,36383640.0,-29797790.0,66181430.0
735,900345431,AGROPAISA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,COTA-CUNDINAMARCA,"G4664 - Comercio al por mayor de productos químicos básicos, cauchos y plásticos en formas primarias y productos químicos de uso agropecuario",COMERCIO,1517379100.0,33349010.0,768012850.0,562738500.0,205274350.0,1367634490.0,24719150.0,648315190.0,476389850.0,171925340.0,NIIF PYMES-GRUPO 2,149744610.0,8629860.0,119697660.0,86348650.0,33349010.0
736,800226766,PROMIORIENTE S.A. E.S.P,SUPERSERVICIOS,Centro - Oriente,SANTANDER,BUCARAMANGA-SANTANDER,H4930 - Transporte por tuberías,SERVICIOS,1791295720.0,694445360.0,6536977800.0,2735321180.0,3801656620.0,2047016030.0,648350530.0,6998606330.0,3322252510.0,3676353820.0,NIIF PLENAS-GRUPO 1,-255720310.0,46094830.0,-461628530.0,-586931330.0,125302800.0
737,890309556,ACCION SAS,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,N7820 - Actividades de agencias de empleo temporal,SERVICIOS,2732144060.0,-45022980.0,1123890980.0,1051726660.0,72164320.0,3036905780.0,-59953470.0,1111259170.0,994071870.0,117187.3,NIIF PLENAS-GRUPO 1,-304761720.0,14930490.0,12631810.0,57654790.0,72047132.7
738,890900307,Groupe seb Andean S.A.,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,RIONEGRO-ANTIOQUIA,C2750 - Fabricación de aparatos de uso doméstico,MANUFACTURA,4059680580.0,220398370.0,4752189370.0,2552126430.0,2200062940.0,3796065700.0,267049550.0,4496480000.0,2513662730.0,1982817270.0,NIIF PLENAS-GRUPO 1,263614880.0,-46651180.0,255709370.0,38463700.0,217245670.0
739,860050420,Ventas y Servicios S.A.,SUPERSOCIEDADES,Bogotá - Cundinamarca,BOGOTA D.C.,BOGOTA-D.C.-BOGOTA D.C.,N8220 - Actividades de centros de llamadas (Call center),SERVICIOS,2534041630.0,60232370.0,740169670.0,426166430.0,314003240.0,2117939270.0,10252440.0,583285650.0,326334710.0,256950940.0,NIIF PLENAS-GRUPO 1,416102360.0,49979930.0,156884020.0,99831720.0,57052300.0
740,890300546,COLGATE PALMOLIVE COMPAÑIA,SUPERSOCIEDADES,Costa Pacífica,VALLE,CALI-VALLE,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,12330755160.0,1182113930.0,5645939610.0,3317462170.0,2328477440.0,12737959360.0,1204560700.0,6107941240.0,3801958200.0,2305983040.0,NIIF PLENAS-GRUPO 1,-407204200.0,-22446770.0,-462001630.0,-484496030.0,22494400.0
741,811011779,Renting Colombia S.A.S,SUPERSOCIEDADES,Antioquia,ANTIOQUIA,MEDELLIN-ANTIOQUIA,N7710 - Alquiler y arrendamiento de vehículos automotores,SERVICIOS,5488257070.0,861109420.0,12870157990.0,10214597100.0,2655560890.0,4952605480.0,1082035060.0,12427828410.0,9484037910.0,2943790500.0,NIIF PLENAS-GRUPO 1,535651590.0,-220925640.0,442329580.0,730559190.0,-288229610.0
742,860046201,FORTOX SA,SUPERVIGILANCIA,Costa Pacífica,VALLE,CALI-VALLE,N8010 - Actividades de seguridad privada,SERVICIOS,27012844569.0,304620329.0,983048060.0,5583444389.0,4247036211.0,2405863320.0,55882850.0,677956790.0,403289630.0,274667160.0,NIIF PLENAS-GRUPO 1,24606981249.0,248737479.0,305091270.0,5180154759.0,3972369051.0
743,810003907,INDUSTRIAS LA VICTORIA SAS,SUPERSOCIEDADES,Eje Cafetero,CALDAS,CHINCHINA-CALDAS,"C2023 - Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador",MANUFACTURA,1552751250.0,194527360.0,750304140.0,333000590.0,417303550.0,1101982500.0,136063970.0,513372880.0,220596720.0,292776160.0,NIIF PYMES-GRUPO 2,450768750.0,58463390.0,236931260.0,112403870.0,124527390.0
744,900239001,PRODUCTOS FAMILIA CAJICA SAS,SUPERSOCIEDADES,Bogotá - Cundinamarca,CUNDINAMARCA,CAJICA-CUNDINAMARCA,C1709 - Fabricación de otros artículos de papel y cartón,MANUFACTURA,1538097300.0,115954730.0,1777863580.0,241106330.0,1536757250.0,1372670210.0,297425280.0,1657870160.0,237067640.0,1420802520.0,NIIF PLENAS-GRUPO 1,165427090.0,-181470550.0,119993420.0,4038690.0,115954730.0
